Bairro,Quartos,Banheiros,Metros Quadrados,Idade Predio,Jardim,Garagem,Andares,Vista,Estado Predio,Preco (£),Tipo Imovel_Detached House,Tipo Imovel_Semi-Detached,Tipo Aquecimento_Electric Heating,Tipo Aquecimento_Gas Heating,Tipo Aquecimento_Underfloor Heating,Varanda_Low-level Balcony,Varanda_No Balcony,Materiais_Laminate Flooring,Materiais_Marble,Materiais_Wood,Estilo Interior_Industrial,Estilo Interior_Minimalist,Estilo Interior_Modern
1781150.6260902958,3,3,90,76,0,0,2,1816293.2844578985,2.0,840000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1957530.1587836633,1,1,104,50,1,0,3,1912561.396328897,2.0,1331199,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1626371.6486530523,4,3,91,77,1,1,2,1830933.7961990314,1.0,946399,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2282196.407549343,2,2,169,63,1,1,1,1912561.396328897,1.0,2568799,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1626371.6486530523,2,3,150,82,0,1,2,1830933.7961990314,0.0,1560000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1269667.4420759259,5,2,191,12,0,0,1,1912561.396328897,1.0,1910000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1269667.4420759259,5,1,228,29,1,1,1,1912561.396328897,0.0,1824000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1781150.6260902958,3,3,229,86,1,1,2,1765154.3733213572,2.0,2137333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1824983.7475390674,2,3,51,21,1,1,3,1765154.3733213572,0.0,765000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1957530.1587836633,1,3,192,9,0,0,3,1830933.7961990314,1.0,2457600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2282196.407549343,4,1,167,9,0,1,3,1878492.504550762,1.0,2115333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1333340.3054610975,5,3,76,80,1,1,3,1912561.396328897,0.0,557333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1269667.4420759259,1,1,171,68,1,1,2,1912561.396328897,0.0,1710000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2452519.6210561837,5,3,193,76,0,0,3,1912561.396328897,0.0,2573333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1957530.1587836633,2,1,246,60,0,1,3,1816293.2844578985,2.0,3936000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1781150.6260902958,3,3,83,7,1,1,2,1816293.2844578985,2.0,774666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2282196.407549343,1,2,135,30,0,0,1,1912561.396328897,1.0,2052000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1507524.1155518438,1,1,101,77,0,0,1,1878492.504550762,0.0,1212000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2282196.407549343,4,1,237,27,0,1,1,1912561.396328897,2.0,3602400,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1333340.3054610975,5,3,185,34,1,0,3,1830933.7961990314,0.0,1356666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2291252.17166484,2,2,232,18,0,1,1,1816293.2844578985,1.0,3340800,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2282196.407549343,4,1,223,80,1,1,3,1816293.2844578985,1.0,2824666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2282196.407549343,3,2,152,49,1,1,2,1765154.3733213572,2.0,2888000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1333340.3054610975,3,1,222,98,0,1,1,1765154.3733213572,2.0,1628000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1824983.7475390674,2,1,231,29,0,0,1,1765154.3733213572,2.0,2310000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1507524.1155518438,5,3,123,90,0,0,3,1765154.3733213572,1.0,1476000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1507524.1155518438,2,1,186,41,0,0,2,1816293.2844578985,2.0,2232000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1269667.4420759259,1,1,104,98,1,0,1,1912561.396328897,0.0,1040000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2291252.17166484,2,3,174,66,1,1,3,1912561.396328897,1.0,3132000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1957530.1587836633,3,1,173,13,0,0,3,1912561.396328897,1.0,1845333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1781150.6260902958,1,2,118,48,1,0,2,1830933.7961990314,2.0,1652000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2291252.17166484,3,2,59,41,0,0,3,1878492.504550762,0.0,708000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1957530.1587836633,3,3,207,60,1,0,1,1878492.504550762,0.0,2208000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1957530.1587836633,3,1,212,3,0,0,1,1912561.396328897,1.0,2261333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1824983.7475390674,2,3,230,69,1,0,3,1816293.2844578985,0.0,2760000,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1507524.1155518438,4,1,69,34,1,0,1,1765154.3733213572,0.0,552000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1957530.1587836633,1,2,60,99,1,1,3,1830933.7961990314,1.0,768000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1781150.6260902958,1,2,85,28,1,0,1,1816293.2844578985,0.0,952000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1333340.3054610975,5,1,105,57,1,1,1,1878492.504550762,0.0,924000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1333340.3054610975,4,3,100,26,0,0,1,1816293.2844578985,0.0,1100000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1507524.1155518438,1,1,168,76,0,0,2,1830933.7961990314,2.0,1344000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1626371.6486530523,4,3,208,90,1,1,2,1816293.2844578985,2.0,2163199,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2291252.17166484,3,1,56,88,1,0,3,1765154.3733213572,1.0,672000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1507524.1155518438,1,2,234,7,1,0,3,1912561.396328897,1.0,2246400,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2452519.6210561837,1,3,209,75,0,0,3,1816293.2844578985,1.0,3344000,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2282196.407549343,2,1,196,89,0,0,1,1912561.396328897,2.0,3724000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1507524.1155518438,5,1,71,16,1,1,1,1765154.3733213572,0.0,852000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2282196.407549343,4,2,200,41,0,0,1,1765154.3733213572,1.0,3039999,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2291252.17166484,2,3,151,36,1,1,1,1878492.504550762,0.0,2174400,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1781150.6260902958,2,1,104,51,1,1,3,1816293.2844578985,0.0,1456000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1781150.6260902958,4,3,246,3,1,1,2,1878492.504550762,1.0,2755200,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1824983.7475390674,1,1,79,39,0,0,1,1878492.504550762,0.0,790000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1269667.4420759259,1,3,236,73,0,1,3,1878492.504550762,1.0,1573333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1507524.1155518438,1,3,117,82,0,1,3,1816293.2844578985,0.0,1123200,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1781150.6260902958,4,2,114,30,0,1,2,1765154.3733213572,2.0,1596000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1269667.4420759259,2,2,71,21,1,0,1,1878492.504550762,0.0,473333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1957530.1587836633,4,1,77,1,0,1,3,1830933.7961990314,0.0,821333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1269667.4420759259,1,1,223,36,0,1,1,1830933.7961990314,1.0,2230000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1626371.6486530523,4,3,200,44,0,0,2,1878492.504550762,0.0,2079999,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2282196.407549343,4,2,101,97,1,0,2,1765154.3733213572,1.0,1279333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1626371.6486530523,3,3,163,82,1,1,2,1878492.504550762,2.0,2119000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1781150.6260902958,3,2,213,37,1,0,3,1765154.3733213572,1.0,2385600,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1781150.6260902958,5,1,63,84,1,0,1,1816293.2844578985,0.0,705600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1781150.6260902958,2,1,139,49,1,0,2,1878492.504550762,1.0,1297333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2282196.407549343,1,2,202,36,1,1,1,1816293.2844578985,1.0,2558666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1507524.1155518438,1,1,106,92,0,0,3,1765154.3733213572,0.0,848000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1626371.6486530523,4,1,147,29,1,1,3,1878492.504550762,1.0,1274000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2282196.407549343,3,2,57,51,0,1,1,1816293.2844578985,2.0,722000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,2,2,129,53,1,0,2,1912561.396328897,1.0,2322000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1626371.6486530523,5,1,125,3,1,0,2,1816293.2844578985,2.0,1299999,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2282196.407549343,3,2,201,52,1,1,1,1830933.7961990314,0.0,2546000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2291252.17166484,1,2,212,18,0,1,2,1830933.7961990314,1.0,3816000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2452519.6210561837,1,1,203,69,1,0,1,1912561.396328897,1.0,3248000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1333340.3054610975,2,1,198,52,1,1,2,1816293.2844578985,1.0,2178000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1507524.1155518438,3,1,189,7,0,1,1,1816293.2844578985,0.0,1814400,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1824983.7475390674,2,1,239,88,0,1,2,1830933.7961990314,1.0,3585000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1333340.3054610975,4,2,151,27,1,0,3,1830933.7961990314,2.0,1328799,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1824983.7475390674,3,2,135,81,1,1,2,1816293.2844578985,0.0,2025000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2452519.6210561837,2,1,192,73,1,0,3,1912561.396328897,1.0,3072000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1507524.1155518438,3,1,64,43,0,0,1,1912561.396328897,0.0,512000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1781150.6260902958,4,3,171,24,0,0,1,1878492.504550762,1.0,2394000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1333340.3054610975,1,3,82,6,1,1,1,1912561.396328897,1.0,901999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282196.407549343,5,2,120,28,0,1,2,1765154.3733213572,1.0,2280000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1824983.7475390674,1,2,89,18,1,0,1,1830933.7961990314,2.0,890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1269667.4420759259,3,1,185,23,1,1,2,1765154.3733213572,2.0,1480000,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1269667.4420759259,1,3,152,67,1,0,2,1765154.3733213572,1.0,1013333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333340.3054610975,3,1,210,74,1,1,2,1830933.7961990314,1.0,1540000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1507524.1155518438,1,3,161,54,0,1,3,1830933.7961990314,2.0,1545600,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2452519.6210561837,1,1,64,36,1,0,2,1765154.3733213572,2.0,1024000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1269667.4420759259,3,3,85,26,0,1,3,1816293.2844578985,2.0,566666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2452519.6210561837,1,2,163,85,0,1,1,1830933.7961990314,2.0,3260000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1507524.1155518438,3,3,85,45,0,0,2,1816293.2844578985,0.0,680000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1269667.4420759259,1,2,181,12,1,1,2,1765154.3733213572,1.0,1206666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,1,3,211,27,0,1,2,1912561.396328897,1.0,3038400,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1507524.1155518438,2,2,107,56,0,0,2,1765154.3733213572,1.0,1284000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2452519.6210561837,2,1,223,61,1,0,2,1765154.3733213572,0.0,2973333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1507524.1155518438,1,3,159,41,0,1,2,1912561.396328897,1.0,1526400,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1626371.6486530523,1,3,222,9,0,1,3,1830933.7961990314,2.0,2308799,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2291252.17166484,2,1,173,56,1,1,1,1765154.3733213572,1.0,3114000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2282196.407549343,4,1,244,45,0,0,3,1830933.7961990314,1.0,3708799,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1781150.6260902958,4,2,219,41,0,1,3,1816293.2844578985,2.0,3066000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1507524.1155518438,4,2,230,68,0,0,2,1830933.7961990314,1.0,2208000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1626371.6486530523,1,1,101,71,0,0,1,1830933.7961990314,0.0,875333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1781150.6260902958,5,1,183,80,1,0,2,1830933.7961990314,2.0,2562000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1269667.4420759259,5,2,72,26,0,1,3,1830933.7961990314,0.0,576000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2282196.407549343,2,1,122,42,1,1,2,1765154.3733213572,0.0,1854399,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1781150.6260902958,5,3,179,88,0,1,1,1816293.2844578985,2.0,2004800,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2282196.407549343,4,2,124,84,0,0,3,1878492.504550762,2.0,2356000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1957530.1587836633,3,1,222,66,1,1,2,1830933.7961990314,0.0,3552000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2282196.407549343,3,2,244,80,1,0,2,1830933.7961990314,1.0,3090666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1781150.6260902958,2,1,185,79,1,0,1,1816293.2844578985,0.0,2590000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1626371.6486530523,5,1,232,19,1,0,2,1878492.504550762,1.0,2010666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2282196.407549343,5,1,199,38,0,0,2,1830933.7961990314,0.0,3024799,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1626371.6486530523,2,2,113,92,1,1,2,1816293.2844578985,2.0,1175199,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1824983.7475390674,4,1,57,69,0,1,3,1830933.7961990314,0.0,855000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1333340.3054610975,3,1,210,50,0,1,2,1912561.396328897,1.0,1848000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1333340.3054610975,3,2,198,15,0,0,1,1912561.396328897,2.0,2178000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1626371.6486530523,5,1,66,12,0,0,3,1912561.396328897,0.0,572000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1507524.1155518438,3,2,146,29,1,0,3,1830933.7961990314,0.0,1752000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1781150.6260902958,3,3,193,78,1,1,2,1878492.504550762,0.0,2702000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1957530.1587836633,3,2,87,84,1,1,3,1765154.3733213572,0.0,1392000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1333340.3054610975,1,2,104,87,1,0,1,1765154.3733213572,0.0,762666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2282196.407549343,5,2,119,76,0,1,2,1878492.504550762,2.0,1808799,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1781150.6260902958,3,3,82,72,0,1,2,1878492.504550762,2.0,1148000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1824983.7475390674,3,3,232,83,1,1,1,1878492.504550762,2.0,2784000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2291252.17166484,4,1,246,99,0,0,2,1830933.7961990314,2.0,2952000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1781150.6260902958,2,2,227,12,0,0,1,1878492.504550762,0.0,2118666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1824983.7475390674,1,3,111,69,0,1,2,1765154.3733213572,0.0,1332000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1781150.6260902958,2,3,102,59,0,0,2,1912561.396328897,1.0,1142400,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1269667.4420759259,4,3,184,83,0,1,3,1765154.3733213572,1.0,1226666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1269667.4420759259,5,3,205,8,1,0,3,1912561.396328897,0.0,2050000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1781150.6260902958,2,1,193,44,0,0,2,1765154.3733213572,2.0,2161600,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2452519.6210561837,5,1,127,80,1,0,2,1830933.7961990314,2.0,2032000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2452519.6210561837,2,2,82,41,0,0,1,1816293.2844578985,0.0,1093333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1626371.6486530523,1,3,230,42,0,1,3,1765154.3733213572,2.0,2392000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1824983.7475390674,2,2,54,3,1,0,1,1765154.3733213572,1.0,648000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1957530.1587836633,4,3,112,37,0,0,3,1830933.7961990314,0.0,1194666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2282196.407549343,4,3,124,64,0,0,1,1912561.396328897,2.0,1570666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1626371.6486530523,1,3,51,59,0,1,2,1878492.504550762,0.0,530399,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1957530.1587836633,1,2,229,62,1,0,2,1830933.7961990314,1.0,2442666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1824983.7475390674,2,2,131,93,0,0,2,1816293.2844578985,0.0,1965000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1507524.1155518438,4,2,224,48,0,1,2,1830933.7961990314,1.0,2150400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1269667.4420759259,1,3,104,6,1,1,2,1878492.504550762,2.0,1040000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2452519.6210561837,2,1,196,96,1,0,2,1765154.3733213572,1.0,3920000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2452519.6210561837,4,3,141,8,1,0,3,1912561.396328897,0.0,2256000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1781150.6260902958,5,1,247,60,0,1,3,1830933.7961990314,0.0,2766400,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1824983.7475390674,5,1,213,78,0,0,2,1765154.3733213572,2.0,3195000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1269667.4420759259,2,3,234,97,0,1,3,1912561.396328897,1.0,2340000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1824983.7475390674,2,3,84,13,0,0,2,1765154.3733213572,0.0,840000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1957530.1587836633,5,3,92,19,1,1,3,1816293.2844578985,0.0,1177599,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
